IDSong,F0010,F0011,F0013,F0021,F0109,F0110,F0113,F0116,F0121,F0133,F0136,F0151,F0155,F0246,F0247,F0251,F0328,F0404,F0406,F0407,F0437,F0438,F0466,F0469,F0507,F0525,F0526,F0529,F0753,F0770,F0772,F0776,F0778,F0782,F0891,F0897,F0899,F0905,F0909,F0911,F0917,F0923,F0927,F0945,F0946,F0958,F1053,F1059,F1065,F1071,F1077,F1089,F1090,F1096,F1101,F1151,F1152,F1166,F1194,F1419,F1441,F1455,F1469,F1475,F1483,F1486,F1489,F1497,F1537,F1550,F1574,ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up),ORIGINAL-TEXTURE-Musical Layers (Mean),ORIGINAL-TEXTURE-Musical Layers (Max),ORIGINAL-TEXTURE-Musical Layers (Std),ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage),ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec),ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec),ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+),ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio,ORIGINAL-VAT-Probability of Creaky Voice (Skewness),VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec),Quadrant,Energy,Valence,Accouticness,Instrumentalness,Key,Speechiness,Loudness,Liveness,Mode,Tempo,Time_signature,Danceability
MT0006107326,115.58,2.0798,1223,3.779,0.13267,0.68104,0.14992,0.4957,778.29,0.53171,2.7842,0.0561,0.6472,0.40804,0.038339,0.26339,0.73524,0.1796,2.8864,1.3375,4.7053,0.77528,0.099393,0.46344,0.14895,4.3483,1.5364,8.3958,0.15306,0.31084,0.063518,0.4449,0.055858,0.66589,0.424,0.40655,0.37693,0.29962,0.41252,0.28573,0.15878,0.065676,0.4197,0.41851,0.17672,0.16386,3.5962,3.9257,4.0978,4.4083,4.6557,5.1818,2.2731,2.2547,5.6152,31.173,30.311,1427600,5.6902,0.23397,-1.2949,-0.53071,-1.4102,0.069368,1.8173,2.661,0.28312,0.52712,0.0034355,0.26958,-1.1858,149.66,0.10492,646.95,0,2.0334,5,0.91955,0.2666,0.26605,2.1949,1.7293,0.52245,4832.2,5441.8,4349.2,0.15267,0.87008,1.2872,11.158,4.6166,2.9262,0.79045,4280.3,387.87,3.2019,0.15862,0.15254,0.12645,1.4639,Q4,0.745,0.192,0.473,0,4,0.254,-5.631,0.239,0,167.875,4,0.133
MT0006117018,156.73,2.9135,1457.3,3.0647,0.071398,0.98272,0.057469,1.3961,289.97,0.77254,5.5412,0.04666,0.60293,0.38675,0.051061,0.19907,0.81071,0.034246,2.9613,1.1417,5.2018,1.2512,0.061189,0.55646,0.062272,6.7721,1.5887,12.403,0.1525,0.24689,0.054428,0.3906,0.0571,0.53488,0.50467,0.44626,0.079464,0.076236,0.38288,0.25244,0.244,0.041585,0.41681,0.37069,0.17549,0.15643,3.8667,4.0489,4.0253,4.5414,4.9275,5.8954,2.6084,2.547,5.9066,4.6093,13.447,158660,5.7375,0.12431,-0.85977,-0.51548,-1.3213,0.11795,0.96877,2.0396,0.26231,1.8758,0.011041,0.23214,-1.1803,45.346,0.057745,470.14,0.71429,3.4486,7,1.1794,0.021769,0.10045,0.50223,2.3772,0.28177,3682.9,5209.8,3103.8,0.021145,0.85149,1.7677,23.323,1.2907,1.843,0.60413,6312.2,360.63,1.9679,1,0.10938,-0.11578,1.105,Q4,0.553,0.848,0.661,0.861,8,0.0323,-11.277,0.112,1,79.165,4,0.549
MT0006159067,195.11,0.38722,998.79,2.9095,0.048378,1.9091,0.04311,1.0037,179.12,0.81905,6.5476,0.029404,0.59264,0.34161,0.071718,0.17245,0.67791,0.027167,2.5257,0.91795,6.2718,1.335,0.065173,0.63691,0.073654,10.113,1.2706,12.971,0.15439,0.24921,0.048661,0.34553,0.038272,0.54542,0.43515,0.40126,0.26339,0.10529,0.34166,0.4483,0.34289,0.15083,0.4221,0.41904,0.16009,0.16944,4.0455,4.1868,5.2543,4.4891,5.4546,5.6185,2.395,2.5334,6.8902,4.2516,-1.3635,63710,2.5452,0.13827,-0.83749,-0.79672,-1.6137,0.1042,1.0064,1.6533,0.25735,0.98003,0.0038065,0.23741,-0.91712,228.11,0.088257,1692.5,0.75,2.8498,7,1.3482,0.14344,0.099768,0.93117,1.6961,0.59916,4730.7,5228.9,3983.6,0.30779,1.3012,1.4593,20.753,2.2691,8.26,2.5432,4361,567.76,2.0168,0.55544,0.2549,0.14563,1.0314,Q3,0.5,-0.096,0.983,0.566,9,0.0308,-7.361,0.319,1,69.282,4,0.615
MT0006164654,122.07,5.1331,1551.4,3.9797,0.1028,0.3113,0.22685,0.71636,692.89,0.44918,2.3454,0.043586,0.70305,0.41958,0.047352,0.25971,0.68601,0.16063,2.3284,0.97203,4.4695,0.66732,0.053703,0.24844,0.22164,4.1986,1.1084,7.4518,0.17503,0.32422,0.055088,0.4773,0.044577,0.70265,0.51984,0.42328,0.36063,0.37378,0.33562,0.60351,0.57314,0.68448,0.38671,0.33722,0.17314,0.17661,4.1414,4.1822,4.9095,4.7724,4.6405,6.5078,2.6799,2.8125,8.0664,30.151,29.928,1754500,3.7648,0.17311,-1.6124,-0.77876,-2.5839,0.078659,1.6968,1.0059,0.12744,0.54437,0.0078278,0.23482,-1.5758,106.96,0.080902,1703.3,0.46154,2.3199,5,0.81036,0.11757,0.099768,1.3302,2.0619,0.55921,5339.4,5996.7,4458.7,0.28433,1.385,1.3874,18.334,4.1754,5.0644,1.7068,4563.7,524.77,1.4843,0.63953,0.13846,-0.64023,0.86505,Q4,0.633,0.898,0.81,0.000304,5,0.0315,-9.62,0.0919,0,126.659,4,0.631
MT0006171393,168.21,0.62627,967.04,0.80182,0.13295,2.2745,0.040642,3.7265,645.87,1.1391,6.3818,0.083404,0.50776,0.3227,0.057142,0.21105,0.63063,0.061327,3.168,1.3628,7.7016,1.6956,0.081071,0.76126,0.077425,7.169,2.1613,11.963,0.1465,0.27235,0.091203,0.30373,0.075658,0.54256,0.5247,0.56339,-0.11534,0.57913,0.2321,1.2426,-0.032688,0.026715,0.52107,0.5046,0.14343,0.12419,4.4724,3.4003,3.8115,3.7994,3.8462,4.3212,1.4591,1.4765,4.2725,-7.41,-8.983,111270,5.9901,0.24289,1.2947,2.127,1.4685,0.061584,1.7374,3.0042,0.4738,6.7923,0,0.33475,0.76041,129.68,0.053833,1174.5,0.71429,2.8239,6,1.2525,0.11627,0.16609,0.86365,2.1924,1.087,3936.1,5531,3125.8,0.070853,1.33,1.4823,14.196,1.3713,1.8653,-0.55628,3752.2,1132.9,3.3891,0.16577,0.28571,0.67695,0.83045,Q3,0.027,-0.748,0.978,0.564,0,0.111,-24.248,0.0571,1,75.21,1,0.392
MT0006254062,101.84,1.7494,924.28,1.2708,0.087654,1.2887,0.033443,2.0398,396.07,1.3991,7.1206,0.057373,0.52549,0.41328,0.040283,0.28195,0.77981,0.036649,2.7931,1.0515,6.1841,2.0607,0.088785,0.74363,0.068531,9.2274,2.1716,13.815,0.15414,0.24976,0.075433,0.37101,0.10496,0.48944,0.45153,0.45079,0.1797,0.22604,0.3956,0.47451,0.61062,0.85327,0.26555,0.30174,0.16601,0.19082,3.7854,4.0735,4.9615,5.5845,5.621,7.3814,3.4841,3.2268,6.6918,8.2444,3.9149,92722,4.2127,0.14909,0.31332,0.46253,-0.80684,0.092467,0.5702,1.5313,0.17646,1.7245,9.62E-05,0.28932,-0.24092,89.465,0.064563,604.07,0.4,4.8413,10,1.5217,0.012162,0.033256,0.13302,0.36581,0.67011,5067.2,5405.5,4702.6,0.21845,0.67383,1.3743,34.043,2.0873,3.0996,1.3002,5188.5,415.67,1.4543,0.5767,0.11111,-0.68013,0.26617,Q4,0.336,-0.526,0.951,0.345,9,0.028,-8.952,0.124,1,121.6,3,0.635
MT0006292011,64.293,0.51093,366.15,1.5049,0.17383,-0.43562,0.067651,1.1476,616.94,1.0157,6.7038,0.031788,0.64994,0.3945,0.083745,0.13765,0.83955,0.057092,1.7327,0.79578,6.2357,2.7655,0.060238,0.81901,0.21539,5.1266,2.9723,12.99,0.22621,0.29728,0.08412,0.40253,0.094764,0.50755,0.55128,0.501,-0.21917,-0.22979,0.38102,0.13114,0.79019,1.0965,0.23063,0.13648,0.17634,0.17561,3.6008,4.6397,5.3196,5.9727,6.7896,9.1518,3.4693,4.034,11.136,-1.3581,-6.4493,947280,1.8649,0.26684,-0.75841,-1.2705,-0.13876,0.17003,0.39805,1.0695,0.20258,0.965,0.0072094,0.20247,-1.006,0,0,0,1,2.3948,7,1.175,0.20637,0.099768,1.43,1.4965,0.54691,6915.7,7949.6,5469.6,0.32236,1.0706,1,6.1549,1,1,8.18E-15,6208.3,708.57,1,0.40308,0.076923,-1.9361,0.36598,Q2,0.179,-0.949,0.941,0.602,5,0.0605,-23.714,0.118,1,99.786,4,0.549
MT0006315323,231.45,2.9338,1929.1,3.8124,0.10982,0.20692,0.10657,0.69259,695.33,0.63743,4.0051,0.054406,0.6289,0.40024,0.055617,0.21618,0.6477,0.1212,4.073,1.2263,5.086,0.68478,0.061402,0.24255,0.15274,5.1952,1.2932,9.0433,0.18868,0.35583,0.054679,0.43884,0.073949,0.57737,0.5305,0.47402,-0.020638,-0.023533,0.38325,0.32083,0.344,0.40952,0.32565,0.37046,0.19029,0.15266,4.1241,4.087,4.7176,5.6062,5.793,5.9898,2.8039,2.7993,5.4494,23.538,22.191,654620,3.9553,0.20243,-0.29174,-0.45747,-1.3271,0.084526,3.7361,2.1918,0.22798,1.086,0.0082446,0.22569,-0.64262,55.381,0.046921,3503.6,0.33333,1.6664,5,0.95905,0.42529,1.4965,3.3256,1.5298,0.37123,5557.3,6703.6,4621.6,0.54279,0.94928,3.1256,7.8062,2.0773,4.0635,1.7149,4291.8,793.58,1.7548,0.49227,0.13333,-1.9391,2.5619,Q1,0.659,0.86,0.887,0.456,5,0.0637,-7.125,0.128,1,107.862,4,0.796
MT0006367176,126.38,3.0411,1410.7,2.9429,0.11234,-0.16071,0.1137,1.2219,812.21,0.48341,3.7517,0.047005,0.56948,0.43972,0.034115,0.28894,0.6454,0.22665,3.0797,0.92573,5.5248,0.5714,0.076852,0.26218,0.3028,2.7461,1.0732,6.175,0.1795,0.41541,0.04858,0.51955,0.046312,0.72425,0.51936,0.45811,0.13491,-0.036455,0.4244,0.23168,0.18644,0.18324,0.37301,0.40164,0.17143,0.17816,3.4657,3.6839,4.152,4.7181,4.8569,5.4514,2.2375,2.2216,6.1674,34.494,34.025,2959600,3.0208,0.23753,-0.55375,-1.1477,-1.3108,0.084753,1.7916,2.2482,0.18856,1.3384,0.0046294,0.19916,-0.65384,50.381,0.029336,1249.7,0.58333,2.0593,6,1.0332,0.3168,0.43233,1.6628,1.7958,0.50711,5688,6450.4,4342.8,0.35705,1.24,1.5,14.595,1.5,1.5,0.51511,5037,117.08,1.5,0.79216,0.078947,-1.1463,1.2976,Q1,0.855,-0.242,0.135,1.16E-06,10,0.0682,-3.459,0.0613,0,106.39,4,0.688
MT0006400514,129.09,1.2099,885.06,1.8059,0.081059,2.4316,0.027954,1.2323,356.16,1.0271,8.3185,0.048408,0.56857,0.34787,0.054732,0.21683,0.75731,0.030002,3.2898,1.1835,7.2582,1.1036,0.070359,0.5906,0.03751,7.9216,1.46,11.45,0.09576,0.25769,0.070518,0.39525,0.055805,0.58448,0.5034,0.49565,0.040368,0.010977,0.51869,-0.1075,0.26183,0.89583,0.47147,0.43654,0.15616,0.17993,3.1836,3.4765,5.8477,4.1832,4.1358,5.5886,2.4592,2.2925,5.75,-6.2426,-8.7772,25417,10.352,0.18134,1.1836,1.058,-1.5803,0.063275,0.83212,3.2364,0.58637,5.7417,0.0022098,0.23985,0.56795,35.656,0.027169,663.76,0.57143,3.0236,7,1.167,0.091506,0.066512,1.0974,2.0951,0.55833,3892,4332.2,2800.9,0,0.86921,2.1016,16.898,3.1948,5.388,1.9638,3371.4,369.32,2.1031,0,0.25806,-1.1034,0.43253,Q3,0.0981,-0.728,0.958,0.000918,4,0.0381,-15.384,0.112,1,89.06,4,0.532
MT0006410285,130.28,1.4008,1015.5,2.5751,0.1291,0.30122,0.08125,1.0115,722.49,0.74089,4.4324,0.061786,0.62981,0.43246,0.037929,0.23775,0.73761,0.089632,3.2011,1.1766,5.5348,1.0704,0.070863,0.35574,0.11922,5.0571,1.5184,10.719,0.16994,0.2999,0.060095,0.37695,0.064118,0.60843,0.43984,0.37421,0.42704,0.083308,0.43113,0.1288,0.24827,0.28987,0.3495,0.33108,0.19047,0.1683,3.4588,3.9164,4.4246,5.1593,5.0551,6.8378,3.3261,2.6626,5.835,22.851,22.608,539180,4.536,0.19849,-0.73746,-0.52515,-0.94031,0.081581,1.9395,1.938,0.22846,1.1921,0.0061361,0.272,-0.75052,68.245,0.08298,926.99,0.33333,2.8529,7,1.467,0.14151,0.36581,1.1307,1.6295,0.37549,5032.5,6421.9,4272.8,0.1662,1.1195,1.8876,11.823,2.6631,1.7951,0.11375,4272.6,313.36,2.3161,0.26984,0.14894,-0.48093,1.1312,Q3,0.521,0.27,0.015,1.16E-05,11,0.13,-11.064,0.0842,0,78.249,4,0.735
MT0006484633,67.685,0.76704,482,4.8157,0.065007,-0.47161,0.38319,-0.066951,431.88,0.20789,1.605,0.029315,0.77072,0.46391,0.019784,0.37191,0.37474,0.13019,1.7017,0.57209,4.4367,0.42372,0.034813,0.10465,0.33977,1.3961,0.70277,3.6794,0.22296,0.47388,0.023889,0.63185,0.028133,0.75927,0.63706,0.62761,-0.22952,-0.35586,0.60986,-0.27966,-0.18424,-0.13137,0.59337,0.55379,0.1127,0.11358,2.7141,2.92,3.1146,3.1987,3.3287,3.9307,1.2348,1.2698,4.3099,38.962,40.004,3432200,2.1747,0.13439,-2.1136,-2.3418,-2.7788,0.14718,2.1788,0.8719,0.048184,-1.0245,0.018678,0.14501,-1.3464,0,0,0,0,0.71216,3,0.69197,0.46564,0.43233,0.76489,0.066512,0.16399,6267.5,7278.7,5654.7,0.65922,0,0,0,0,0,0,0,0,0,0,0,-1.865,0.83178,Q2,0.975,-0.815,1.37E-06,0.129,7,0.131,-4.522,0.172,1,134.581,4,0.168
MT0006510599,77.074,2.1707,843.57,2.5751,0.070516,-1.0229,0.31318,1.9183,360.27,0.18356,1.7853,0.03139,0.73008,0.46102,0.023967,0.33923,0.57109,0.11734,1.77,0.49753,4.78,0.36391,0.035182,0.10931,0.30734,1.1718,0.61484,3.479,0.20314,0.41183,0.023684,0.56637,0.031905,0.75169,0.60116,0.52908,-0.14362,-0.050163,0.52596,-0.21372,-0.39457,-0.32873,0.49886,0.52293,0.12107,0.11068,3.2473,3.146,3.4719,4.084,3.7887,4.2945,1.4442,1.5794,4.7374,29.484,31.433,2588600,1.8106,0.12146,-1.494,-2.9123,-2.5206,0.18325,1.8094,0.92459,0.069069,0.89359,0.0091272,0.21167,-1.5278,100.41,0.062947,514.96,0,1.2282,4,0.78264,0.54556,0.23279,1.2305,0.43233,0.34636,6132.2,6856.9,5419,0.55119,0,0,0,0,0,0,0,0,0,0,0,-2.7023,1.1645,Q2,0.709,0.416,9.03E-06,0.0095,9,0.0336,-12.339,0.147,0,114.581,3,0.349
MT0006520567,115.35,2.7843,1328.4,3.3443,0.092392,0.053729,0.24594,0.18005,500.94,0.39076,2.7896,0.037649,0.68099,0.45088,0.037692,0.29831,0.70275,0.090027,2.8671,1.0278,4.6055,0.56758,0.059985,0.33053,0.2223,3.4511,1.1536,6.9736,0.20097,0.37116,0.037841,0.53763,0.051322,0.64614,0.54937,0.50116,-0.028343,0.0045306,0.49105,-0.014648,0.17572,0.13632,0.39029,0.43136,0.15494,0.14519,3.346,3.6338,4.0026,4.6142,5.206,5.1342,1.8851,2.1457,5.8421,32.324,33.406,1376900,2.4164,0.15911,-1.1004,-1.2004,-1.6188,0.11286,1.3756,1.0072,0.097255,-0.05011,0.0088999,0.2382,-1.0455,40.654,0.058133,341.39,0.5,1.9849,6,0.99184,0.28436,0.33256,2.1284,1.6295,0.39474,4996.9,6406.6,3989.7,0.30451,0,0,0,0,0,0,5217.1,0,0,1,0.020833,-0.17975,1.0647,Q2,0.818,0.92,0.474,0,4,0.0397,-8.361,0.313,0,143.384,4,0.545
MT0006540794,85.697,1.1752,599.47,3.4573,0.08576,0.05035,0.3753,0.29063,546.68,0.33868,2.0132,0.02266,0.81196,0.4561,0.035796,0.28799,0.58997,0.10858,1.9297,0.64343,4.2048,0.64704,0.080717,0.19532,0.28759,3.0803,0.85644,5.5681,0.20439,0.42723,0.035649,0.57496,0.032701,0.72817,0.58187,0.50953,-0.17623,-0.17758,0.49437,-0.11886,-0.04912,0.16608,0.43472,0.39924,0.1691,0.11767,3.3182,3.6123,4.2942,4.3353,4.4437,5.8275,2.6279,2.8771,4.5631,34.509,32.754,2071300,2.4425,0.16602,-1.9007,-0.29938,-1.9248,0.10999,1.4623,0.88679,0.10258,-0.70446,0.0079768,0.14531,-1.4535,96.303,0.060187,1051.2,0.66667,1.819,5,0.88495,0.40031,0.16689,1.8024,1.5688,0.33901,5841.1,6832.5,5093.8,0.58296,0.80818,2.7115,12.684,1.9762,5.8929,2.1711,4854.5,130.33,5.1377,0.90281,0.22222,-1.5676,1.4019,Q1,0.904,-0.028,0.687,0.00289,9,0.0758,-6.037,0.094,1,182.815,3,0.196
MT0006552038,82.362,0.9928,567.39,8.4944,0.092254,-1.5468,0.045528,0.13364,565.85,0.46115,6.4004,0.060281,0.4431,0.45985,0.03008,0.34087,0.41866,0.16962,2.3191,0.73211,5.1433,0.38177,0.052209,0.18756,0.24845,2.1656,0.81141,5.6623,0.17998,0.43371,0.028608,0.53616,0.037112,0.67999,0.65716,0.58882,-0.25425,-0.43357,0.59994,-0.29121,-0.29544,-0.27783,0.5793,0.57466,0.11011,0.098122,2.8134,2.8674,3.0938,3.2552,3.3924,3.6489,0.99204,1.328,3.9371,36.18,37.144,2004100,3.3876,0.16789,-1.3013,-2.0336,-2.2096,0.14235,2.4453,1.4734,0.099644,-0.36095,0.022232,0.10964,-1.0464,0,0,0,0,0.83803,4,0.79401,0.4361,0.56535,1.0974,0.33256,0.14512,5940.4,6503.1,5158,0.69549,0,0,0,0,0,0,0,0,0,0,0,-1.6483,1.1312,Q2,0.973,-0.865,2.08E-05,0.0363,11,0.14,-5.864,0.175,0,105.07,4,0.912
MT0006553914,109.68,0.86479,664.33,3.103,0.12674,-0.10178,0.059574,0.21168,727.09,0.58572,5.6194,0.054317,0.54591,0.44272,0.030628,0.31948,0.69397,0.14711,2.6305,1.2824,4.1736,0.71406,0.080784,0.37845,0.18678,3.3232,1.4702,7.4717,0.18623,0.32861,0.054369,0.50275,0.053548,0.66672,0.52166,0.49884,-0.0026177,-0.13429,0.48462,0.046983,0.035448,-0.066557,0.45107,0.44956,0.1591,0.14625,3.3072,3.4839,3.8751,4.3484,4.3343,5.2223,2.3158,2.246,5.3048,37.371,35.742,1072100,3.2545,0.20237,-1.511,-0.061149,-0.84134,0.11672,1.9531,0.94426,0.10273,-0.20249,0.0084428,0.2277,-1.3912,102.91,0.042789,1540.8,0.33333,1.807,4,0.96317,0.35104,0.61707,2.1597,1.5427,0.25497,5386.4,6932.8,4312.4,0.3542,0.47582,2,16.839,1.9515,1.9687,0.78178,4660.5,407.98,2.2154,0.55396,0.10256,-0.057682,1.6118,Q2,0.954,0.334,0.00201,0,0,0.37,-2.074,0.284,0,71.257,3,0.265
MT0006555035,133.43,1.2743,866.46,1.6387,0.079321,1.3909,0.057633,2.5831,292.6,0.92874,6.3493,0.043293,0.554,0.25083,0.069495,0.098257,0.74458,0.031604,3.4303,1.2855,6.6622,1.6951,0.06505,0.61559,0.056007,8.1212,2.0295,13.066,0.12837,0.26753,0.054412,0.37479,0.069147,0.50532,0.38109,0.39075,0.23862,0.38266,0.37314,0.23903,0.29143,0.30124,0.31629,0.28454,0.18238,0.19445,3.8467,4.1198,4.6434,5.2303,6.1172,7.0029,3.1601,3.1588,7.6607,-2.3421,-4.8655,77759,5.8798,0.14659,1.1958,0.54231,-0.83784,0.10088,0.96006,1.9434,0.25018,3.3462,0.0019626,0.38705,0.23191,62.706,0.094843,772.37,0.46154,2.3303,6,1.3841,0.30328,0.39907,1.6628,1.164,0.3541,5012.9,5801.3,4351.1,0.30649,0.54028,2.5067,14.246,2.0007,2.5803,0.34893,4498,440.91,2.2945,0.57341,0.33333,0.382,0.89832,Q3,0.0356,0.004,0.994,0.0792,7,0.0532,-19.216,0.101,1,139.09,3,0.581
MT0006640142,180.43,1.2651,1308.8,4.1803,0.11615,-0.11957,0.12753,0.78556,733.1,0.4886,3.2839,0.052676,0.52542,0.43341,0.03286,0.32812,0.57494,0.25527,3.7826,1.0986,4.6987,0.47958,0.057174,0.17776,0.28105,3.3795,1.1559,6.8205,0.18764,0.32085,0.048337,0.53424,0.054003,0.68259,0.53432,0.54593,-0.22838,-0.28016,0.52403,-0.18292,-0.19764,-0.16164,0.50709,0.48403,0.15433,0.16026,3.1458,3.2654,3.5869,3.7631,3.9404,4.4033,1.629,2.1676,4.9262,34.892,33.051,1848400,3.7826,0.22058,-1.374,-1.974,-1.4969,0.10835,2.6193,1.2196,0.12417,-0.038873,0.0078242,0.22798,-1.1002,0,0,0,1,1.2234,4,0.72771,0.57471,1.9288,2.7602,0.73163,0.20743,5276.9,6107.4,4416.2,0.50689,0.95412,1.5706,9.8674,2.147,2.1496,0.51799,5049,133.03,2.3641,1,0.19355,-1.4576,2.6617,Q2,0.901,0.93,0.166,0,0,0.416,-6.261,0.297,0,117.209,4,0.648
MT0006640857,222.03,6.656,3126.2,3.0433,0.083999,0.349,0.12602,1.2969,251.58,0.54627,3.8068,0.042659,0.54743,0.32172,0.063181,0.16409,0.65,0.11325,3.5709,0.88511,5.4676,0.75155,0.077831,0.34979,0.12843,5.9964,0.98941,8.3357,0.14153,0.26766,0.044776,0.46562,0.036717,0.59288,0.57998,0.50802,-0.048165,0.026443,0.4309,0.08889,0.078636,0.060975,0.40743,0.33878,0.19368,0.13397,3.5912,3.7912,4.116,4.7123,5.4131,6.9683,3.6295,3.8273,9.2649,-0.38622,-2.0544,451050,3.0679,0.13158,-0.37572,0.17926,-1.5767,0.096364,2.4631,1.4406,0.20841,1.2005,0.0094543,0.2449,-0.64609,94.004,0.081689,815.69,0.77778,1.8129,7,1.0148,0.38282,0.69837,3.0263,2.3612,0.30658,5501.3,7417.2,4450.4,0.23936,0.81758,2.1002,20.14,1.8712,3.0246,1.1301,4429.2,1129.5,1.7264,0.75875,0.14286,-0.69769,1.4307,Q1,0.269,0.83,0.913,0.666,5,0.0625,-16.683,0.111,1,134.582,4,0.824
MT0006672286,106.13,2.5756,1021.5,1.3377,0.11286,1.014,0.12966,2.7194,757.69,0.71269,3.7818,0.055316,0.66014,0.44939,0.027978,0.33785,0.77421,0.08366,2.5286,1.0623,5.9661,0.90633,0.07619,0.39738,0.080958,5.446,1.316,8.3923,0.14596,0.28329,0.060507,0.46545,0.058694,0.62164,0.58016,0.49029,0.11513,-0.14979,0.52186,-0.14849,0.22,0.18398,0.39663,0.38097,0.15767,0.18233,3.132,3.7924,3.8659,4.4778,4.7303,5.4578,2.1299,2.5782,6.5095,8.7263,7.6106,275870,7.1103,0.21059,0.54787,0.75224,-1.6336,0.11399,0.87826,1.856,0.2656,8.2038,0.006498,0.21737,-0.83002,63.982,0.047712,1227.7,0.375,2.6189,7,1.1199,0.13629,0.26605,0.96442,1.6628,0.70157,4238.2,5022.6,3282.3,0.047438,1.1655,1.5,10.751,1.5,1.5,-0.65808,4504,4.5514,1.5,0,0.090909,-0.4587,0.96487,Q3,0.251,-0.704,0.0159,0.149,2,0.0289,-19.305,0.102,1,137.253,4,0.373
MT0006746691,98.31,3.0228,1027.7,4.9495,0.077222,-0.27341,0.35617,0.57954,591.13,0.31035,1.8968,0.031977,0.7658,0.46705,0.018355,0.38879,0.49616,0.14481,1.9528,0.67917,4.3219,0.39186,0.063173,0.19676,0.36354,1.4767,0.79221,4.2977,0.24043,0.44444,0.036892,0.56125,0.041248,0.70415,0.59483,0.57971,-0.21312,-0.31713,0.57762,-0.24448,-0.24654,-0.24438,0.53181,0.55645,0.12199,0.10251,2.8853,3.0524,3.5112,3.7002,3.8504,3.9392,1.3059,1.4887,4.2152,39.763,40.857,3058400,1.8727,0.17295,-2.0438,-1.6244,-2.7872,0.14712,2.3349,0.73123,0.061262,-0.70912,0.014157,0.17308,-1.5318,0,0,0,0,1.2295,4,0.77518,0.52413,0.66512,1.8291,0.56535,0.17342,6201.5,6689.4,5446.8,0.55866,0,0,0,0,0,0,0,0,0,0,0,-3.5416,1.3308,Q2,0.983,-0.062,0.000116,0.00211,10,0.121,-2.521,0.0628,0,110.007,4,0.589
MT0006769480,196.99,1.9681,1924.7,2.4389,0.11203,0.065675,0.13275,1.6441,673.99,0.59277,3.7499,0.052735,0.65448,0.45932,0.02771,0.31463,0.67386,0.10781,3.0541,1.0803,5.0071,0.77665,0.069321,0.24111,0.12903,4.4631,1.2521,8.4555,0.16285,0.31279,0.045355,0.48358,0.048451,0.67032,0.57204,0.51887,0.016226,0.060295,0.48257,0.044978,-0.071685,-0.0073458,0.48633,0.43318,0.15566,0.15824,3.3531,3.2107,3.5582,3.9747,4.2757,5.2235,2.117,2.1619,5.5506,28.345,26.675,807240,4.8127,0.18847,-0.51871,-0.50775,-1.9563,0.10386,1.6642,1.4657,0.16014,1.274,0.0081952,0.22779,-1.2361,162.33,0.076419,1627.8,0.6,2.1741,6,1.0418,0.26147,0.1993,2.0595,1.827,0.27574,4705.8,5912.8,3583.9,0.21699,0.88563,2.3264,15.672,1.6152,2.8452,0.89002,4329.9,539.85,4.4086,0.48958,0.2,-0.69697,1.0962,Q4,0.712,0.866,0.264,0.000327,7,0.0249,-9.748,0.0633,1,93.44,4,0.735
